time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,Res_3851,Res_52,Res_tot
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Child or young persons age,age 17,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Child or young persons age,age 18,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Child or young persons age,age 19,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Child or young persons age,age 20 and over,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Child or young persons age,age 3,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Child or young persons age,age 4,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Child or young persons age,age 5,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Child or young persons age,age 6,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Child or young persons age,age 7,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Child or young persons age,age 8,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Child or young persons age,age 9,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,Any other ethnic group,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,Asian - Any other Asian background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,Asian - Bangladeshi,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,Asian - Chinese,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,Asian - Indian,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,Asian - Pakistani,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,Black - Any other Black background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,Black - Black African,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,Black - Black Caribbean,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,Mixed - Any other Mixed background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,Mixed - White and Asian,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,Mixed - White and Black African,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,Mixed - White and Black Caribbean,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,Unclassified,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,White - Any other White background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,White - Gypsy/Roma,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,White - Irish,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,White - Traveller of Irish heritage,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Ethnicity,White - White British,0,1,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Sex,Female,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Sex,Male,0,1,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,AP/PRU - LA maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,AP/PRU - total,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Educated elsewhere - elective home education,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Educated elsewhere - NEET,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Educated elsewhere - not in education or training (compulsory school age),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Educated elsewhere - not in education or training (other),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Educated elsewhere - other arrangements by LA,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Educated elsewhere - other arrangements by parents,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Educated elsewhere - total,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,FE - general FE and tertiary colleges,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,FE - total,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Mainstream - academy,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Mainstream - academy (resourced provision),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Mainstream - free school,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Mainstream - independent,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Mainstream - LA maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Mainstream - LA maintained (resourced provision),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Mainstream - total,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Non-maintained early years,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Placement not recorded,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Special - academy/free school,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Special - independent,0,1,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Special - LA maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Special - non-maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,Type of placement,Special - total,0,1,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,All residential placements,All residential placements,0,2,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 10,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 11,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 12,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 13,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 14,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 15,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 16,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 17,0,1,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 18,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 19,0,1,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 20 and over,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 3,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 4,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 5,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 6,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 7,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 8,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Child or young persons age,age 9,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,Any other ethnic group,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,Asian - Any other Asian background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,Asian - Bangladeshi,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,Asian - Chinese,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,Asian - Indian,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,Asian - Pakistani,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,Black - Any other Black background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,Black - Black African,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,Black - Black Caribbean,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,Mixed - Any other Mixed background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,Mixed - White and Asian,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,Mixed - White and Black African,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,Mixed - White and Black Caribbean,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,Unclassified,0,1,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,White - Any other White background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,White - Gypsy/Roma,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,White - Irish,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,White - Traveller of Irish heritage,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Ethnicity,White - White British,0,1,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Sex,Female,0,1,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Sex,Male,0,1,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,AP/PRU - LA maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,AP/PRU - total,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Educated elsewhere - elective home education,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Educated elsewhere - NEET,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Educated elsewhere - not in education or training (compulsory school age),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Educated elsewhere - not in education or training (notice to cease issued),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Educated elsewhere - not in education or training (other),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Educated elsewhere - other arrangements by LA,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Educated elsewhere - other placement settings,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Educated elsewhere - total,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,FE - general FE and tertiary colleges,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,FE - specialist post-16 institutions,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,FE - total,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,FE - UKRLP provider,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Mainstream - academy,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Mainstream - academy (resourced provision),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Mainstream - free school,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Mainstream - independent,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Mainstream - LA maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Mainstream - LA maintained (resourced provision),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Mainstream - LA maintained (SEN unit),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Mainstream - total,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Non-maintained early years,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Placement not recorded,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Special - academy/free school,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Special - independent,0,2,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Special - LA maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Special - non-maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Type of placement,Special - total,0,2,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,All residential placements,All residential placements,1,0,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 10,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 11,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 12,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 13,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 14,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 15,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 16,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 17,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 18,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 19,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 2 and under,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 20 and over,1,0,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 3,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 4,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 5,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 6,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 7,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 8,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Child or young persons age,age 9,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,Any other ethnic group,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,Asian - Any other Asian background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,Asian - Bangladeshi,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,Asian - Chinese,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,Asian - Indian,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,Asian - Pakistani,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,Black - Any other Black background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,Black - Black African,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,Black - Black Caribbean,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,Mixed - Any other Mixed background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,Mixed - White and Asian,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,Mixed - White and Black African,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,Mixed - White and Black Caribbean,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,Unclassified,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,White - Any other White background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,White - Gypsy/Roma,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,White - Irish,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,White - Traveller of Irish heritage,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Ethnicity,White - White British,1,0,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Sex,Female,1,0,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Sex,Male,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,AP/PRU - LA maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,AP/PRU - total,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Educated elsewhere - elective home education,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Educated elsewhere - NEET,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Educated elsewhere - not in education or training (compulsory school age),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Educated elsewhere - not in education or training (other),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Educated elsewhere - other arrangements by LA,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Educated elsewhere - other placement settings,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Educated elsewhere - total,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,FE - general FE and tertiary colleges,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,FE - specialist post-16 institutions,1,0,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,FE - total,1,0,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,FE - UKRLP provider,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Mainstream - academy,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Mainstream - academy (resourced provision),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Mainstream - free school,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Mainstream - independent,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Mainstream - LA maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Mainstream - LA maintained (resourced provision),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Mainstream - LA maintained (SEN unit),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Mainstream - total,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Non-maintained early years,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Placement not recorded,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Special - academy/free school,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Special - independent,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Special - LA maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Type of placement,Special - total,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,All residential placements,All residential placements,3,1,4
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 10,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 11,1,0,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 12,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 13,1,0,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 14,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 15,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 16,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 17,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 18,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 19,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 2 and under,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 20 and over,1,1,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 3,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 4,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 5,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 6,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 7,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 8,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Child or young persons age,age 9,0,0,0
